count,hate_speech_count,offensive_language_count,neither_count,class,tweet
3,0,3,0,1,Slide in the pussy like a surfboard
3,1,2,0,1,RT @USER: white bitches love cocaine
3,0,3,0,1,&8220;@USER: 7. You still fucn ya ex?&8221;na that bitch corny
3,0,3,0,1,RT @USER: Why y'all's ain't do nun when the fat bitch jumped on me! Yall a trip&8252;&65039;
3,0,0,3,2,"RT @USER: 'che wigga! RT ""@USER: If she puts up with you it's because she loves you, now make it worth her while&amp; love her back&8230;"
3,0,3,0,1,URL [PERSON] &8211; Adorable and petite red haired teen plays with her shaved&160;pussy URL
9,0,9,0,1,"&8220;@USER: All I want is bitches, big booty bitches&8221;"
3,0,3,0,1,"RT @USER: Why black women say ""I'm gon get me a white man"" like white guys not dogging bitches too. Y'all so dumb"
6,0,6,0,1,"Same bitches they be all in my face bout how they couldn't do it , be the same bitches all on his dick &128530;"
3,0,3,0,1,what a little bitch lol
3,0,3,0,1,RT @USER: Serving size is Latin for you&8217;re a little bitch
3,0,3,0,1,Deez hoes be actin up..
3,0,0,3,2,dodgerofzion asked: A giant green rooster walks in carrying a tray of brownies. You may have a brownie in.. URL
3,0,2,1,1,RT @USER: You guys are all the best @USER @USER @USER @USER @USER love you nig nogs indyfam
3,0,3,0,1,RT @USER: Got this bitch at work mad with me bc her ex BITCH on my dick &128514;&128514;&128514;
9,0,0,9,2,RT @USER: [PERSON] [PERSON][PERSON] is the man lol URL
3,0,3,0,1,"@USER wow I was like 12 or 13 fighting people in high school, then bitch unfollow me fuck nigga"
3,0,0,3,2,"Mad respect to [PERSON][PERSON][PERSON] for refusing to wear a Yankees cap, though as a Sox fan wearing a Mets cap probably irritated him too."
3,0,3,0,1,RT @USER: did that bitch ever get out of ludacris's way?
3,1,2,0,1,I'm not the type to fight no bitch over a nigga im the type to say fucc that &amp; take his Bitch &995;&128514;&128527;
3,1,2,0,1,"RT @USER: Hate basic bitches,"
3,1,0,2,2,"country boy, hick lyfe, white tee, rebel flag"
3,0,3,0,1,"Also love angry old Irish bartenders ""pussies have one beer and ask for a glass of water, fuck them I ignore that shit"""
3,0,3,0,1,@USER &128514;&128514;&128514; them bitches need a tan
3,0,3,0,1,Have you ever slapped a bitch for giving you a big hickey wiggy wiggy wiggy
3,0,3,0,1,"""I call him my bitch"" @USER"
3,0,3,0,1,&128700;&128700;- you a little genius man i need you for a class so u can help a nig out but you cool af man
3,0,3,0,1,RT @USER: This hoe never called me like she said @USER
4,1,3,0,1,wallah I fucking hate this fuckin mexican bitch so much.
3,0,3,0,1,All I want for my birthday is a big booty hoe &128526;&128526;
3,0,3,0,1,@USER Rollin coal bitches ready to blow ready set GO!
3,0,0,3,2,@USER hey Hun!
3,2,1,0,0,RT @USER: This nigga is a fuckin faggot URL
3,0,3,0,1,Niggas who talk about pussy the most get the least RT @USER: @USER @USER @USER what a shine box? Glittery pussy?
3,0,0,3,2,@USER @USER and a prime Leija would trash most of these 140 dudes today!
3,0,3,0,1,bad bitch with me trying to blow me like a fuse
6,0,6,0,1,Suck my dick so good I'm like god dam you dirty bitch
3,0,0,3,2,"If the Yankees can't beat the Red Sox, they don't even deserve to be in the playoffs yankees redsox mlb"
3,0,3,0,1,I got a cousin thats rollin .. Got a bitch in tha hoovers
3,1,2,0,1,So much white trash at this demo derby &128514;&128079; &127482;&127480;
3,0,3,0,1,Next Sunday faggot @USER
3,0,3,0,1,OGs Love too See a yung nicca come up
3,0,3,0,1,Won't step dad me hoe. Lol
3,1,2,0,1,RT @USER: Baddest bitch didn't win Queen. Fuck the mexicans. I'll buy yo house. URL
3,0,3,0,1,@USER i have that bitch bloked lmao
3,0,0,3,2,Can't be many things worse than having COPS interrupted because a friggin Yankee game is still going on.
3,0,3,0,1,&128588;&128588;&128588; RT @USER: Y'all excited about that strip mall being built in [LOCATION] and [LOCATION][LOCATION][LOCATION]?? That bitch gone be in fiya!! &128514;&128514;
3,0,1,2,2,Nothing good on TV and the @USER are eating their balls 3 innings in. Great.
3,0,3,0,1,That pussy can't be that hairy shit gotta stink lol
3,2,0,1,0,@USER what did you search? Gay redneck episode 1 play?
3,0,3,0,1,"RT @USER: ""Suicide Girl Hopeful"" how about getting a job hopeful, or going to school hopeful you silly bitches!"
3,0,3,0,1,@USER @USER never said I wanted to fuck a tranny..
3,1,2,0,1,"""I'm a funky ass honkey."" - @USER 's shout out to @USER tonight before ""Cabaret"" &128514; JT2020Tour"
3,1,2,0,1,[PERSON][PERSON] gottem MAD AS FUCK tho. However credit due to cassidy for the response he didn't diss nicki but killed you lookin ass bitches
3,0,3,0,1,Or continue to be a bitch.. That's cool too
3,3,0,0,0,Iont see how some of you niggas fags!!
3,0,0,3,2,@USER i'm so sick of self serving politicians standing by while BO trashes [LOCATION]. WeAreRepublicNotRegime ImpeachObama
3,0,3,0,1,Yo. .. this bitch in Macy's tried to run out the store with a gaggle of clothes and got caught
3,1,0,2,2,@USER you're not funny trash
3,0,0,3,2,"[PERSON] [PERSON][PERSON], outlawed, hated, rediculed and vilified for shaking the President's hand. What a country! What a democracy!"
3,1,2,0,1,"@USER holy fuck, frozen pussy! you are crazy!"
3,0,3,0,1,&8220;@USER: bitches saying ray rice got what he deserved but just a month ago wanted this man free &128056;&9749;&65039; URL
3,0,3,0,1,RT @USER: Niggas be mentally dating females they never met before. You on instagram double tap'n that ho too much mane.
3,1,2,0,1,@USER come watch Godzilla then faggot
4,0,4,0,1,Probably saved @USER's ass today. About out gas in a Diesel engine.&128514; what would you do without your redneck friends?&128514;&128514;
3,0,3,0,1,I hate texting boring bitches
3,0,3,0,1,@USER free world bitch
3,0,3,0,1,I know If I don't move out by next year my mom gonna bitch at me the whole time I live with her
3,0,3,0,1,"it's been ten mins, bitch I gave you a 2 min assignment lmfaoo"
3,0,3,0,1,RT @USER: when a bitch trying to flirt with my nigga .. I be like .. &128129; URL
3,0,3,0,1,"Dont you talk when im talking, you better mute it hoe"
3,2,1,0,0,RT @USER: Niggas always wanna talk about how [PERSON] is against gays.. What about that pussy you was eating last night? Ain't [PERSON] ag&8230;
3,1,2,0,1,You know how trash of a grown ass woman you gotta be for a nigga to be fucking around 17 year old? 10 year old landfill trash.
3,1,2,0,1,All it take is for one bitch to open her mouth and niggas start fuckin up.
3,0,3,0,1,These bitches irritating
6,1,5,0,1,"RT @USER: .@USER ""coon meat?!"" Made me ill to even type that. Racist much? @USER"
3,1,2,0,1,RT @USER: U gotta be a pathetic bitch to ride by another females house looking for a nigga that ain't yours smh
3,0,3,0,1,@USER Yeah I'm trying to. Ain't recorded in about a month. Been spiraling downward [PERSON]ne. An empty son of a bitch folk
3,0,3,0,1,RT @USER: It ain nun to cut dat bitch awf - Verizon
3,0,0,3,2,being up at 5am cuz your cat meowed at a nocturnal bird is the ultimate toughbreak
3,0,2,1,1,Typical bitch during a break up tweeting smfh
6,0,0,6,2,My favorite [LOCATION] restaurant is Charlie Palmers. @USER @USER @USER @USER
3,0,3,0,1,I always wanted a bull dog them hoes clean fuck a pit
3,2,1,0,0,"""on my way to fuck your bitch in the name of [PERSON] [PERSON]"" - Mr. [PERSON]"
3,0,3,0,1,RT @USER: WCW goes out to all the women with their shit together because these pretty bitches get way too much credit for being cute w&8230;
3,1,2,0,1,Even the young kardashians are hoes lol
3,0,3,0,1,"Lol faggot team pipe ""beef"""
3,0,0,3,2,Me &amp; hubby relaxing from the studio for a lil..then headed str8 to my honey doo wop wops bday bash [PERSON].. URL
3,1,2,0,1,&8220;@USER: @USER @USER &128077;&128514;&128514;&128514; bitch I was fukkin wicha but fuck you nigga square up&8221; and I'm fucking with you &128514;&128514;&128076;
3,0,3,0,1,"RT @USER: Words go from babe to bitch, I love you to I hate you, I need you to forget you, you're my everything to you're nothing."
3,0,0,3,2,"@USER If you decide to do Damara, you should make her a gladiola. We have gorgeous rust-colored ones coming up over here."
3,1,2,0,1,This niggah better remember to bring his sperrys
3,0,3,0,1,Oh my god oh my god.. I'm going to a bitch mob party today oh my god
3,0,3,0,1,I know yall bitches tell yall selfs WWHD what would hustlelinaa do &128514; cuz yall asses stay following me &128527;
3,1,2,0,1,"@USER @USER @USER That bitch is so stupid! It's the BEY hive, not the BEE hive. [PERSON] [PERSON] was the Queen B, [PERSON] IS Queen B"
3,1,2,0,1,@USER nope! btw you's a hoe lol
3,0,1,2,2,@USER @USER trash ain't it
3,0,3,0,1,"&8220;@USER: If a bitch tweet ""I lose interest fast"" slide in her DMs cause she a Thot&8221; good looks"
3,0,3,0,1,Dudes have problems deciphering sex too.Side bitches get wifely love.You can't keep a secret if you're overdoing dirt.
3,3,0,0,0,Lmao RT @USER If u live wit ya girl and u do dishes u a faggot
3,0,3,0,1,"Gonna make a chicken sandwich, put half a bottle of tapatio on that bitch, and figure some shit out"
3,0,3,0,1,Swear to god man niggas talk more than bitches these days
3,0,3,0,1,@USER No the fuck it's not bitch what's the real fucking address get that bitch out yo blood and tell me the address
6,0,5,1,1,"Girls be like ""10/23/12 I love you babe &lt;3"" hoe isn't that today?"
3,0,3,0,1,I smoke a lot of weed to keep them bitches of ma mind
6,1,5,0,1,RT @USER: @USER Ctfu hell yea yo bitch ever got out?
3,1,0,2,2,"Sorry [PERSON], I went to @USER RT @USER: Is wes durham woody durham son?? If so, why is that tar baby doing a PACK game."
3,1,2,0,1,U look like a dyke in ur pic lol
3,0,0,3,2,I'm jus a trill nicca mane
3,0,3,0,1,My nicca [PERSON][PERSON] can't act for shit in Takers
3,0,3,0,1,"[9-1-13] 2:50 pm ""son of a bitch ate my mac n cheese"" URL"
3,0,3,0,1,"I got ass cheeks on my white tee, all these hoes keep grindin on me"
3,0,0,3,2,Flappy bird is gonna be the death of me
3,0,0,3,2,@USER Intended to get pics but didn't have time.. Must be a mud race/event here this weekend.. Is like a redneck convoy out there
3,0,3,0,1,Tellin me im disrespectful but i aint the one callin everybody a bitch for free
3,0,3,0,1,Cus you gt d hoes
3,0,3,0,1,RT @USER: your bf is broke bitch!
3,0,3,0,1,"@USER Nah but I was worth that 52 character, bitch."
3,0,1,2,2,RT @USER: that pointy nail game is for da birds.
4,0,4,0,1,@USER bruhh I'm joking.. Don't pop trunk on me I'm just a bitch ass niieeggaa
3,0,3,0,1,"I ain't got no pussy or weed, I'm on that bitch suck my dick diet"
3,1,2,0,1,@USER @USER not dykes or anything&12811;&128539;&128109;
3,0,0,3,2,"RT @USER: 15ThingsILove When he wraps his arms around my waist while I'm making dinner, yellow roses, pearls, Anything COACH a .."
3,1,2,0,1,stupid fucking metal bird
9,0,0,9,2,Early bird gets the worm.. GoGetIt
6,0,6,0,1,RT @USER: Look at yall bitches for the child support keep getting pregnant ass bitches
3,1,2,0,1,"RT @USER: Looking thru my yearbook, I don't think I've done that since my graduation.This book got some hoe ass niggas in it I forgot&8230;"
3,0,0,3,2,@USER @USER @USER I miss the pizza! The passion.
3,0,3,0,1,@USER these hoes gay thats why
3,0,3,0,1,RT @USER: WHO IS SHE? Ill fight her bestie RT @USER: Then this bitch in my class wanna copy my homework off blackboard disc&8230;
3,0,3,0,1,RT @USER: &8220;@USER: like you have to be borderline retarded not to see andre 300's elite skill level for example.&8221; Yep! This go&8230;
3,0,3,0,1,"RT @USER: Math city bitch, math math city bitch, math city bitch, math math city bitch, 10, 10, 10 and 20 equals 50 bitch."
3,0,3,0,1,RT @USER: @USER iPhone 5 bitch
3,0,1,2,2,They got [PERSON] taking out the trash &128514;&128514;&128514;&128514;
3,0,3,0,1,So I figure out why I've been a bitch lately.
3,0,2,1,1,RT @USER: Being pussy-whipped URL
4,0,4,0,1,@USER hahahah for reals he was like this bitch crazy lol
3,0,3,0,1,Let a bitch be a bitch n a hoe be a hoe!
3,0,3,0,1,RT @USER: This is my beach bitch @USER URL
3,0,3,0,1,@USER that was for other bitches lol you cute tho wassup GIMMI YO NUMBA&128299; IMMA NATURAL TOO LMFAOO
3,0,3,0,1,Where the girls at say happy birthday to me i need bitches on bitches like i got stacks on stacks
3,0,3,0,1,RT @USER: &128557;&128557;&128557;&128557; RT @USER: SHAT!! RT @USER: When Deltas smell they own pussy URL
3,0,3,0,1,Screaming money over hoes nigga you ain't fuck shit
3,0,0,3,2,"@USER @USER yeah sorry monkey team just keeps kicking ppl, waiting for muh pizza"
3,1,0,2,2,We can't call somebody wack we got [PERSON] [PERSON][PERSON] RT @USER: [PERSON] so trash.
3,1,2,0,1,RT @USER: I don't understand how so many Americans can hate on [PERSON] for saluting with a latte. Nobody tells these swagfags anything abo&8230;
3,0,3,0,1,RT @USER: Alot of good girls made a twitter &amp; became a hoe for the attention they don't receive from their fathers.
3,0,3,0,1,"Brag bout your hoes, you prolly get 0 to no pussy."
3,1,2,0,1,RT @USER: &8220;@USER: This nigga jerry room smell like bad pussy!&128530;&8221;&128514;&128514;&128514;
3,0,0,3,2,@USER @USER we gunna laff at Chava/Rubio beaner supporters in a min
3,0,3,0,1,RT @USER: &995;&128214;My mama told me if a bitch feet dirty her pussy dirty cause ya feet the first thing that hit the water when you bathe.
3,0,3,0,1,[PERSON][PERSON][PERSON] gone dunk that hoe like that with ease
3,0,3,0,1,Being a sober soul just wasnt interesting.. bitch im living 5spmg GGL URL
3,0,3,0,1,RT @USER: Can't put my trust in NO bitch
3,0,3,0,1,"you lil dumb ass bitch, i ain't fuckin wit chu!.. i got a million, trillion things i'd rather fuckin' do.. than to be fuckin witchu."
3,0,3,0,1,RT @USER: [PERSON] [PERSON][PERSON][PERSON] doing too much to get [PERSON] back. That pussy had to have been &127344;1&8419;.
3,0,0,3,2,Watch out ned! crc worldcup2014 puravida URL
3,0,3,0,1,You can't put the pussy on a pedestal
3,0,0,3,2,"hoosier fans, is co[PERSON] [PERSON]eller nominating for this years NBA draft? iubb"
3,0,1,2,2,@USER @USER @USER hey teabagger the law made it a FELONY to keep and collect the records. Get your facts straight
3,1,0,2,2,@USER the worst terrorists are republican teabaggers..
3,2,1,0,0,"@USER damn took this dumb spic nearly 2 days to respond, wuz really good tho beaner?"
3,0,3,0,1,addicted to pussy poppin
3,0,3,0,1,"RT @USER: ""@USER: IM CRYING&128553;&128557;&128514;&996;&65039; URL &128557;&128514;&128514; that bitch going hard"
3,0,3,0,1,"&8220;@USER: If a photographer doesn't have a back story on how he started, he did it for pussy believethat&8221; CANTKNOCKTHAHUSSLE"
3,0,0,3,2,RT @USER: I've talked too much trash for OU to lose today..
3,0,3,0,1,Yall black ass hoes aint east African
3,0,3,0,1,big bitches be sayin why yo eyes all on my stomach? Bitch why yo stomach all in my eyes
3,0,0,3,2,"Oh [PERSON]h[PERSON][PERSON], your hand is upon me, your shadow hovers over me.For your sake, The House of Ysrah'al mock me all day long URL"
3,0,3,0,1,And them niggas pussies..cameltoes &128514;
3,2,1,0,0,Some lying ass hoes lol
3,0,1,2,2,@USER Well he canonically plays the troll equivalent of Pokemon.. *throws the new Fairy type at him*
3,0,3,0,1,"I would call you a bitch, but that's frowned upon."
3,0,3,0,1,I pull hoes tx.
3,1,2,0,1,My niggah I was waiting all weekend to take these shits &128553;&128514;
3,2,1,0,0,@USER hey fag i &lt;3 you
6,4,2,0,0,RT @USER: 3 MOST COMMON WHITE PEOPLE ACTIVITIES: 1. Wearing Tapout 2. Shooting up schools 3. Calling you a nigger on Xbox
6,0,0,6,2,Bout to make some brownies in a few.
3,0,2,1,1,August alsina : ghetto &128158;
6,1,5,0,1,' Hate a female that got the mentality of a niggah .
3,0,3,0,1,The hoes be rated E !
3,0,0,3,2,"RT @USER: Jihadi-In-Chief [PERSON] Urges restraint in Fighting Islamic Butchers&8252;&65039;Apparently, we SHOULD be nice to ISIS..we might hurt&8230;"
3,0,3,0,1,RT @USER: My dick is called Abusive Cat [PERSON]er because it always beats the pussy up.
3,0,3,0,1,RT @USER: I love my girlfriend she be shitting on y'all hoes. &128514;&128175;
3,0,3,0,1,RT @USER: lmao that bitch saw the camera &amp; looked up at the big screen n then realized&128128;&128128; URL
3,0,3,0,1,you a hoe nigga forreal
3,0,3,0,1,Kinda want to spit my gum into some bitches hair.
3,0,0,3,2,RT @USER: @USER @USER @USER do I remember a game winning jack to right last summer at [LOCATION] stadium that started a p&8230;
3,0,3,0,1,This side hoe main chick talk is disgusting. Get a life man
3,2,1,0,0,@USER my bitch dont want your ugly ass gtfo ol peyton manning lookin ass
3,0,0,3,2,RT @USER: I like how I found out that you can now edit Facebook comments through a trending topic on Twitter. You think I'd hear abo ..
6,0,6,0,1,"Took yo bitch and gave her back, my bad."
3,0,3,0,1,@USER yes!! I love the hair on her pussy..lol
3,0,3,0,1,RT @USER: Give me conversation..they think u giving em pussy &128557;&128514;&128557;&128514;&128557;&128514; ahh YOU TRIED IT. URL
3,0,3,0,1,RT @USER: I don't fuck wit fake hoes all I touch is J-Los
3,1,2,0,1,RT @USER: This [PERSON] guy is a fucking pussy.
3,1,2,0,1,Well done? What a coon.
3,0,1,2,2,RT @USER: nerds are cool because they get really judge-y about other nerds being passionate about things they aren't passionate abo ..
3,0,1,2,2,Why would you think Common is trash? Tf
3,0,3,0,1,&8220;@USER: @USER my ananconda don't want none unless u clean those shitty buns Hun &128169;&128553;&8221;
3,0,0,3,2,&8220;@USER: &8220;@USER: twitpic a selfie with light colored eyes&8221; URL
3,0,3,0,1,U wanted to go in the military but yo bitch ass couldn't handle nobody shooting at u so shut yo mf mouth and salute those who did
3,0,3,0,1,Lmaoo RT @USER RT @USER Dre really is a big sloppy bitch. He's fat as shit.
3,0,3,0,1,Japanese mature cat with spots has her old pussy split wide and filled with hard&160;cocks URL
3,0,3,0,1,They rude RT @USER: I wish you bitches would stop calling while I'm trying to get dicked down by your nigga &128530;
3,0,0,3,2,RT @USER: [PERSON] so trash lmao
3,0,3,0,1,"""[PERSON][PERSON] [PERSON][PERSON][PERSON][PERSON] send shots to ya belly"" &128553; my bitch &994;"
3,0,3,0,1,Paper over pussy cause pussy Bring problems PoweroftheP
3,0,3,0,1,RT @USER: &128514; &128514;RT @USER: How you gone wife a bitch that let niggas lick on her head in public?
3,0,3,0,1,@USER &128529;&128529;&128529;&128529;&128529;&128529;&128529;&128530;&128530;&128530;&128530;&128530;&128530;&128530;&128530;&128530;&128530;&128530;&128548;&128548;&128548;&128548;&128548; How is he supposed to attract bitches in a tutu though? &128530;
3,0,3,0,1,@USER i think i need to see said bitch in question
3,0,3,0,1,@USER aURL don't be a pussy ill show u was good with that turbo lol
3,2,1,0,0,&8220;@USER: HELL YA THEY SHOULD MAKE MORE MALT LIQUOR ADS LIKE THIS. URL - Dis be heaven fo a colored man
3,0,3,0,1,"RT @USER: All three of these hoes getting cute for fucking school, taking for ever and waking me the fuck up ! This why I can't stand h&8230;"
3,0,3,0,1,This bitch lying to me &128514;&128530;
3,1,2,0,1,[PERSON] [PERSON][PERSON] is still a cunt. Who saw that one coming.
3,0,3,0,1,You hoes complain too much.
3,0,0,3,2,@USER lemme guess you wore the hilly hicks sweats/leggings &128514;&128514;&127874;&127856;&128079;&127825;
3,0,3,0,1,RT @USER: All you hoes wake up
3,0,3,0,1,[PERSON]ma be home tomorrow so line up a bitch for me
3,0,3,0,1,Hope you find a bitch with some ass that satisfies ya needs
3,2,1,0,0,"What ppl expect, august aslina is a nig from [LOCATION] [LOCATION]"
3,0,1,2,2,"""LOL, cripple!"" - [PERSON] [PERSON]. RT @USER: Scientists create remote-controlled chick to study shy penguins URL"
3,0,3,0,1,"I got the streets ina headlock, i got yo bitch ina leg lock!"
3,0,3,0,1,@USER is my big long lost brother I swear. I don't know what I'd do without this wetback.
3,0,3,0,1,"I don't focus on bitches, bitches focus on me. trenttruce Photography by patrickos URL"
6,0,6,0,1,the only place I ever ask them to drive me is to the rave for shows and they fucking bitch about that
3,0,3,0,1,RT @USER: Who tweeting with last night pussy/ass or dick on they breath this morning?
3,0,3,0,1,"porn,android,iphone,ipad,sex,xx, | Anal | Anal gaping tranny play panty nylon part URL"
3,0,3,0,1,"Exes swear they can do better, then you see their next bitch .. &128514;&128514;&128514;&128553;&128553;&128553;&128514;&128514;&128514;&128514;&128514;&128514;&128514;&128553;"
3,0,3,0,1,Ya bitch basic if she trippin off your social networks profiles.
3,0,3,0,1,Every day I wake up celebrating. Why? I just dodged a bullet from a crazy bitch.
3,3,0,0,0,"Playing to white guilt lasted one last time, whitey felt 'absolved', it ends today. It ends in the fields/suburbs of [LOCATION]."
3,0,3,0,1,RT @USER: @USER you a bitch!
3,0,0,3,2,"RT @USER: Well done to @USER who correctly answered Al[LOCATION]ia. 26 yellow, and 1 red card so far this season."
3,3,0,0,0,Only white trash would call slants and hindis and moslems their equals.
3,0,3,0,1,"[PERSON][PERSON] and I greet each other by saying ""hey cunt"" like it makes me lol"
3,0,3,0,1,A man will cheat on his woman.. Fuck 20 different bitches in 1 year.
3,0,3,0,1,But she a bad bad bitch make you late for it.
3,0,3,0,1,I just wanna travel the world with my bitches &128553;
3,0,1,2,2,Slack jawed yokel husband URL
3,0,3,0,1,Gucci cut throat use to stay next door his kenfolk limousine bitch pouring up ya rent money
3,0,3,0,1,Check his hoe for I check her &128175;&128129;&128581;&128079;
3,3,0,0,0,@USER with pills that nig will last 4 years. Like magic j .That nig should hav died years ago. Y'all the first team to draft gay.
3,0,3,0,1,@USER @USER fuck off my pussy boi bitch
3,0,3,0,1,Never seen a pussy he didn't like.
3,2,1,0,0,I still think snap chat for faggots and High Schoolers
6,0,6,0,1,u should be here wit me bitch
3,0,0,3,2,RT @USER: @USER Well we sure as heck know how to read. I'm reading the trash right now and almost everything I've heard on the web&8230;
3,0,3,0,1,@USER @USER dont talk to your hoe that way
3,1,2,0,1,It's ok to tell a nigga he trash and a feature will never happen fam.
3,1,2,0,1,@USER I honesty think the internet is just full of retards.
3,1,2,0,1,@USER.. he is a redneck fuck. This turd cutter is the lyinest of liars and his district is made up of yhe same..
3,1,2,0,1,You niggas talking to these females trying to get some pussy but dont realize you're only boosting their ego and getting curved.
3,0,3,0,1,Ion even wanna see this bitch . &128530; talking bout ill make you breakfast
3,0,3,0,1,[PERSON] [PERSON] and I should not be allowed out in public together cunts
3,0,2,1,1,"I'm officially dubbing that nasty, un-natural shade of red that looks good on no one that you usually see in the ghetto ""hood red""."
3,0,3,0,1,@USER I'll actually kill that bitch
3,0,3,0,1,RT @USER: You ever look at a bitch and just be like.. Bitch
3,0,0,3,2,"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @USER"
3,0,3,0,1,Fuck these bitches RT @USER: Stop women bashing RT @USER Them women don't exist in this generation.
3,0,0,3,2,RT @USER: I think it's time to bring out the drunken monkey
3,0,3,0,1,RT @USER: When you having a girls night and you cooking for ya bitches Ctfu GhettoGirls URL
3,0,3,0,1,@ the chick who is gorgeous and so fine but her pussy stinks
3,0,2,1,1,A bird just smacked right into my car window. My parked car window &128528; scared the fuck outta me
3,2,1,0,0,@USER @USER @USER @USER shut up nigger
3,2,1,0,0,this guy is the biggest faggot omfg
3,0,2,1,1,Someone came up &amp; told me that I pulled hoes today. I was pissed just because thats so fucking false that its sad.
3,0,3,0,1,@USER stop calling her a bitch *crystal voice*
3,0,3,0,1,LMFAO @USER I found my diary me complaining about you being a bitch &128514; tbt I'm DEAD URL
3,0,3,0,1,Broke bitches on my tl..
3,0,3,0,1,"RT @USER: [LOCATION]ans clowned on Kid like, ""It's soo warm here! What the fuck is wrong with [LOCATION]?"" Well that bitch [PERSON]rma teamed wit&8230;"
3,0,3,0,1,@USER LOL! It's an acronym for: that hoe over there.
3,1,2,0,1,It's hilarious seeing chicks cry and whine through song lyrics on here because they got with a little scene fag instead of a real man &128514;&128514;&128514;
3,0,0,3,2,Yo if you get like over 25 of flappy bird you need to do some self evaluation because you probably have no life
6,0,6,0,1,@USER and btw don't ever bring up past hoes wit yo ol lady I took that L in HS tryna be semi honest smh
3,1,2,0,1,@USER @USER @USER Am the bitch but u the one steady talking stfu and be bout shit hoe ass nigga
3,1,2,0,1,"He died for a reason RT @USER: ""@USER: I didn't follow you back cuz you fat, bitch. Foh large hoe."" [PERSON] ain't pleased fam"
3,0,3,0,1,Open mouf kissing my nig.. &171;@USER @USER lol..[PERSON] love him some kissing smh lol&187;
3,0,3,0,1,"Mom: ""heard a song about some guy with bitches, and a long something or other so he could fuck the world for 72 hours or something.."" lolol"
3,0,3,0,1,RT @USER: @USER @USER you bitch [PERSON] I thought I was the only one
3,0,3,0,1,@USER @USER ew you look like a cheap tranny hooker
3,0,3,0,1,"@USER, um no that only a fuck you bitch and done xavier will hopefully respect girls bc I am doing it alone and I don't want that"
3,2,1,0,0,"RT @USER: While the men will often be rambling and retarded, the women will appear trashy and tipsy, lawless and lustful URL"
3,0,3,0,1,Thirsty ass bitch don't sweat me
3,2,1,0,0,@USER @USER I likes dat name. Dem sand niggers needs to know dare place in da pecker order
3,0,3,0,1,got cramps bitches? smokeweed teamloudpack
3,0,3,0,1,"RT @USER: ""rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe "" URL"
3,0,3,0,1,Nigga gotta find them hoes quick
3,0,3,0,1,Literally just got shit on by a seagull.. You're gonna fuckin die bird
3,1,2,0,1,RT @USER: @USER @USER @USER Stick to hockey faggot. You're finished
3,0,3,0,1,@USER finger my pussy slowly with circular motion
3,0,3,0,1,I got 7 A's &amp; a B on my progress report &amp; I still be touchin Bands &128514;&128557; bitch get like me &128527;&128175;
3,0,3,0,1,@USER yea TJ in this hoe dunking everything TK hitting shots and [PERSON][PERSON][PERSON] handling the bitch
3,0,3,0,1,"@USER oh, you cute, you fancy bitch!"
3,0,3,0,1,@USER @USER stfu with that what I'm gonna do and just fuck oh pussy ads nigga
3,0,3,0,1,"Ay fuck wieners, remember to eat before you drink and remember to drink water while you're drinking and also to go eat shit you pussy head."
6,0,6,0,1,@USER that bitch was going or nawl
6,1,5,0,1,' Waaitt niggah holl'up &995; these niggahs come to town start wife'n my old sluts &1041204;&1041204;&1041204;&1041210;&1041210; .
3,0,3,0,1,retweeting ah bitch tweet is flirting nowadays
3,0,3,0,1,I'm bout to start singing and shit lol hoes going crazy or this nigga August
3,0,3,0,1,I should've fought you when I was over there if only I was myself and I haven't popped that talking about u only need two hits bitch please
3,0,3,0,1,RT @USER: My hoe phase is over
3,0,3,0,1,RT @USER: The day I have clear skin will be the day I'm the happiest cockiest bitch alive
3,0,1,2,2,"They trying to hoe [PERSON] gurley, [PERSON] [PERSON][PERSON][PERSON] signed them helmets and got off but suspend gurley the rest of season"
3,0,1,2,2,"@USER lmao yes I kind of like it it's not that ghetto yet &amp; they are and then he says ""u feel me"" &128525;&128525;&128557;&128166;"
3,0,3,0,1,RT @USER: My favorite childhood memory was when my mom found my stash of 30 Xanax then was slightly less of a bitch for exactly one &8230;
6,0,6,0,1,@USER eat pickles hoe
3,0,3,0,1,"Nobody ever got famous by being a whiny bitch. Either change the things that make you unhappy, or be a whining turd-farmer."
3,0,0,3,2,@USER That's hoser eh to you. URL
3,0,3,0,1,"You're such a fake bitch. I cannot stand you. If you read this and wonder if its about you, it probably is."
3,0,3,0,1,I love when the pussy smacking an it sound like u mixing spaghetti&128541;
3,0,3,0,1,I hate hoes
3,0,0,3,2,"[PERSON] [PERSON][PERSON] (R, [LOCATION], [LOCATION] - [LOCATION]) rumored to demand a recount. sayfie"
3,1,2,0,1,RT @USER These bitches @USER @ Fine Fare Supermarket URL
6,1,2,3,2,"@USER Fake pics URL get off my TL, u r dismissed muzzie. @USER @USER @USER @USER"
3,0,2,1,1,"RT @USER: The looters in [LOCATION] are so retarded, that they risk arrest to get free food when EBT already pays for their food LO&8230;"
3,0,0,3,2,Defiantly going to see that new planet of the apes tonight
3,0,3,0,1,My bestfriend is the BIGGEST bitch I know. That's why we are best friends lol.
3,0,3,0,1,&8220;@USER: @USER bang&128129;&8221;that's a trust worthy bitch&128528;&128553;
